delayCode,description,Male1(e),Male1(m),Female1(e),Female1(m)
720,This train has been delayed by expected industrial action earlier today,disruption-reason.e.industrial action,disruption-reason.m.industrial action,disruption-reason.e.industrial action,disruption-reason.m.industrial action
721,This train has been delayed by expected industrial action yesterday,disruption-reason.e.industrial action,disruption-reason.m.industrial action,disruption-reason.e.industrial action,disruption-reason.m.industrial action
722,This train has been delayed by industrial action earlier today,disruption-reason.e.industrial action,disruption-reason.m.industrial action,disruption-reason.e.industrial action,disruption-reason.m.industrial action
723,This train has been delayed by industrial action yesterday,disruption-reason.e.industrial action,disruption-reason.m.industrial action,disruption-reason.e.industrial action,disruption-reason.m.industrial action
724,This train has been delayed by an object being caught on the overhead electric wires earlier on this train's journey,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage
725,This train has been delayed by an object being caught on the overhead electric wires earlier today,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage
726,This train has been delayed by damage to the overhead electric wires earlier on this train's journey,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage
727,This train has been delayed by damage to the overhead electric wires earlier today,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage,disruption-reason.e.overhead line damage,disruption-reason.m.overhead line damage
728,This train has been delayed by earlier engineering works not being finished on time,disruption-reason.e.earlier overrunning engineering work,disruption-reason.m.earlier overrunning engineering work,disruption-reason.e.earlier overrunning engineering work,disruption-reason.m.earlier overrunning engineering work
729,This train has been delayed by a fault with the on train signalling system earlier on this train's journey,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service
730,This train has been delayed by a fault with the on train signalling system earlier today,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service
731,This train has been delayed by a fault with the radio system between the driver and the signaller earlier on this train's journey,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service
732,This train has been delayed by a fault with the radio system between the driver and the signaller earlier today,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service,disruption-reason.e.a technical fault on the service,disruption-reason.m.a technical fault on the service
733,This train has been delayed by a fault with the signalling system earlier on this train's journey,disruption-reason.e.an earlier fault with the signalling equipment,disruption-reason.m.an earlier fault with the signalling equipment,disruption-reason.e.an earlier fault with the signalling equipment,disruption-reason.m.an earlier fault with the signalling equipment
734,This train has been delayed by a fault with the signalling system earlier today,disruption-reason.e.an earlier fault with the signalling equipment,disruption-reason.m.an earlier fault with the signalling equipment,disruption-reason.e.an earlier fault with the signalling equipment,disruption-reason.m.an earlier fault with the signalling equipment
735,This train has been delayed by signalling staff being taken ill earlier on this train's journey,disruption-reason.e.staff sickness,disruption-reason.m.staff sickness,disruption-reason.e.staff sickness,disruption-reason.m.staff sickness
736,This train has been delayed by signalling staff being taken ill earlier today,disruption-reason.e.staff sickness,disruption-reason.m.staff sickness,disruption-reason.e.staff sickness,disruption-reason.m.staff sickness
737,This train has been delayed by the fire alarm sounding in a signalbox earlier on this train's journey,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties
738,This train has been delayed by the fire alarm sounding in a signalbox earlier today,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties
739,This train has been delayed by the fire alarm sounding in the signalling centre earlier on this train's journey,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties
740,This train has been delayed by the fire alarm sounding in the signalling centre earlier today,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties,disruption-reason.e.signalling difficulties,disruption-reason.m.signalling difficulties
741,This train has been delayed by attempted theft of overhead line electrification equipment earlier today,disruption-reason.e.overhead electric line problems,disruption-reason.m.overhead electric line problems,disruption-reason.e.overhead electric line problems,disruption-reason.m.overhead electric line problems
742,This train has been delayed by attempted theft of overhead line electrification equipment yesterday,disruption-reason.e.overhead electric line problems,disruption-reason.m.overhead electric line problems,disruption-reason.e.overhead electric line problems,disruption-reason.m.overhead electric line problems
743,This train has been delayed by attempted theft of railway equipment earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
744,This train has been delayed by attempted theft of railway equipment yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
745,This train has been delayed by attempted theft of signalling cables earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
746,This train has been delayed by attempted theft of signalling cables yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
747,This train has been delayed by attempted theft of third rail electrification equipment earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
748,This train has been delayed by attempted theft of third rail electrification equipment yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
749,This train has been delayed by theft of overhead line electrification equipment earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
750,This train has been delayed by theft of overhead line electrification equipment yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
751,This train has been delayed by theft of railway equipment earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
752,This train has been delayed by theft of railway equipment yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
753,This train has been delayed by theft of signalling cables earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
754,This train has been delayed by theft of signalling cables yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
755,This train has been delayed by theft of third rail electrification equipment earlier today,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
756,This train has been delayed by theft of third rail electrification equipment yesterday,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line,disruption-reason.e.police activity on the line,disruption-reason.m.police activity on the line
757,This train has been delayed by vandalism at a station earlier today,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
758,This train has been delayed by vandalism at a station yesterday,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
759,This train has been delayed by vandalism of railway equipment earlier today,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
760,This train has been delayed by vandalism of railway equipment yesterday,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
761,This train has been delayed by vandalism on a train earlier today,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
762,This train has been delayed by vandalism on a train yesterday,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
763,This train has been delayed by vandalism on this train earlier today,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
764,This train has been delayed by vandalism on this train yesterday,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism,disruption-reason.e.earlier vandalism,disruption-reason.m.earlier vandalism
765,This train has been delayed by a fault with the electric third rail,disruption-reason.e.electric conductor rail problems,disruption-reason.m.electric conductor rail problems,disruption-reason.e.electric conductor rail problems,disruption-reason.m.electric conductor rail problems
766,This train has been delayed by damage to the electric third rail,disruption-reason.e.electric conductor rail problems,disruption-reason.m.electric conductor rail problems,disruption-reason.e.electric conductor rail problems,disruption-reason.m.electric conductor rail problems
767,This train has been delayed by failure of the electricity supply,disruption-reason.e.a major electrical power fault,disruption-reason.m.a major electrical power fault,disruption-reason.e.a major electrical power fault,disruption-reason.m.a major electrical power fault
768,This train has been delayed by the electricity being switched off for safety reasons,disruption-reason.e.an electrical power supply problem,disruption-reason.m.an electrical power supply problem,disruption-reason.e.an electrical power supply problem,disruption-reason.m.an electrical power supply problem
769,This train has been delayed by urgent repairs to a bridge,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs
770,This train has been delayed by urgent repairs to a tunnel,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs
771,This train has been delayed by urgent repairs to the railway,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs
772,This train has been delayed by urgent repairs to the track,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs,disruption-reason.e.emergency track repairs,disruption-reason.m.emergency track repairs
773,This train has been delayed by the emergency services dealing with an incident earlier today,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services
774,This train has been delayed by ambulance service dealing with an incident,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services
775,This train has been delayed by fire brigade dealing with an incident,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services
776,This train has been delayed by police dealing with an incident,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services
777,This train has been delayed by the emergency services dealing with an incident,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services,disruption-reason.e.the advice of the emergency services,disruption-reason.m.the advice of the emergency services
778,This train has been delayed by the fire alarm sounding at a station,,,,
779,This train has been delayed by the fire alarm sounding at a station earlier today,,,,
780,This train has been delayed by a burst water main flooding the railway,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
781,This train has been delayed by a river flooding the railway,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
782,This train has been delayed by flood water making the railway potentially unsafe,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
783,This train has been delayed by flooding,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
784,This train has been delayed by heavy rain flooding the railway,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
785,This train has been delayed by predicted flooding,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
786,This train has been delayed by the sea flooding the railway,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
787,This train has been delayed by a burst water main flooding the railway earlier today,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
788,This train has been delayed by a river flooding the railway earlier today,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
789,This train has been delayed by flood water making the railway potentially unsafe earlier today,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
790,This train has been delayed by flooding earlier in this train's journey,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
791,This train has been delayed by flooding earlier today,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
792,This train has been delayed by heavy rain flooding the railway earlier today,disruption-reason.e.heavy rain,disruption-reason.m.heavy rain,disruption-reason.e.heavy rain,disruption-reason.m.heavy rain
793,This train has been delayed by predicted flooding earlier today,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
794,This train has been delayed by the sea flooding the railway earlier today,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line,disruption-reason.e.flooding on the line,disruption-reason.m.flooding on the line
795,This train has been delayed by thick fog,disruption-reason.e.adverse weather conditions,disruption-reason.m.adverse weather conditions,disruption-reason.e.adverse weather conditions,disruption-reason.m.adverse weather conditions
796,This train has been delayed by thick fog earlier in this train's journey,disruption-reason.e.adverse weather conditions,disruption-reason.m.adverse weather conditions,disruption-reason.e.adverse weather conditions,disruption-reason.m.adverse weather conditions
797,This train has been delayed by thick fog earlier today,disruption-reason.e.adverse weather conditions,disruption-reason.m.adverse weather conditions,disruption-reason.e.adverse weather conditions,disruption-reason.m.adverse weather conditions
798,This train has been delayed by forecasted high winds,disruption-reason.e.high winds,disruption-reason.m.high winds,disruption-reason.e.high winds,disruption-reason.m.high winds
799,This train has been delayed by high winds,disruption-reason.e.high winds,disruption-reason.m.high winds,disruption-reason.e.high winds,disruption-reason.m.high winds
800,This train has been delayed by high winds earlier in this train's journey,disruption-reason.e.high winds,disruption-reason.m.high winds,disruption-reason.e.high winds,disruption-reason.m.high winds
801,This train has been delayed by high winds earlier today,disruption-reason.e.high winds,disruption-reason.m.high winds,disruption-reason.e.high winds,disruption-reason.m.high winds
